cityname,state,bedrooms,local_median_price,local_mean_price,local_price_std,comparison_group_size
Knightdale,NC,2.0,1042.0,1057.0,140.10353314602742,3
Knightdale,NC,3.0,1180.0,1180.0,39.59797974644666,2
Knoxville,TN,1.0,783.5,813.75,93.32872012408615,4
Knoxville,TN,2.0,730.0,730.0,134.35028842544403,2
Knoxville,TN,3.0,2640.0,2640.0,0.0,1
Kokomo,IN,1.0,800.0,801.3333333333334,123.00541993478714,3
Kokomo,IN,2.0,697.5,697.5,10.606601717798213,2
Kokomo,IN,3.0,850.0,850.0,0.0,1
Kutztown,PA,4.0,1200.0,1200.0,0.0,1
Kyle,TX,1.0,1019.5,963.3333333333334,144.17026970449442,6
Kyle,TX,2.0,1212.5,1212.5,116.67261889578035,2
Kyle,TX,3.0,1262.5,1262.5,371.23106012293744,2
La Canada Flintridge,CA,3.0,4250.0,4250.0,0.0,1
La Crosse,WI,3.0,915.0,915.0,0.0,1
La Habra,CA,1.0,1555.0,1555.0,0.0,1
La Habra,CA,2.0,2446.0,2446.0,0.0,1
La Habra,CA,3.0,2810.0,2810.0,0.0,1
La Jolla,CA,2.0,3842.5,3842.5,1629.8811306349921,2
La Mesa,CA,1.0,1575.0,1575.0,282.842712474619,2
La Mesa,CA,2.0,1872.5,1892.5,196.57483731817422,4
La Mirada,CA,2.0,2077.0,2077.0,0.0,1
La Puente,CA,1.0,900.0,900.0,0.0,1
La Quinta,CA,1.0,1369.0,1369.0,0.0,1
La Vergne,TN,2.0,1229.0,1229.0,0.0,1
La Verne,CA,1.0,1747.5,1747.5,258.0939751330898,2
La Vista,NE,2.0,770.0,770.0,0.0,1
La Vista,NE,3.0,1105.0,1105.0,551.5432893255071,2
Ladera Ranch,CA,3.0,3200.0,3200.0,70.71067811865476,2
Lady Lake,FL,2.0,1009.0,1009.0,0.0,1
Lafayette,AL,1.0,2000.0,2000.0,0.0,1
Lafayette,CO,1.0,925.0,925.0,0.0,1
Lafayette,IN,1.0,672.5,759.625,185.18346758462712,16
Lafayette,IN,2.0,750.0,813.8571428571429,321.96962521399365,14
Lafayette,LA,1.0,725.0,725.0,0.0,1
Lafayette,LA,3.0,1200.0,1200.0,0.0,1
Lake Balboa,CA,1.0,1255.0,1255.0,0.0,1
Lake Charles,LA,2.0,1177.0,1163.3333333333333,393.6779563721257,3
Lake Elsinore,CA,1.0,1440.0,1440.0,0.0,1
Lake Forest,IL,3.0,4000.0,4000.0,0.0,1
Lake Forest Park,WA,1.0,1575.0,1575.0,0.0,1
Lake Orion,MI,2.0,1637.5,1637.5,88.38834764831844,2
Lake Oswego,OR,2.0,1150.0,1150.0,0.0,1
Lake Worth,FL,1.0,1000.0,1000.0,0.0,2
Lake Worth,FL,2.0,1240.0,1240.0,0.0,1
Lake Worth,FL,3.0,1785.0,1785.0,0.0,1
Lakeland,FL,2.0,275.0,275.0,0.0,1
Lakeville,IN,1.0,795.0,795.0,0.0,1
Lakeville,MN,1.0,1149.0,1149.0,0.0,1
Lakeway,TX,1.0,1212.0,1212.0,0.0,1
Lakewood,CA,1.0,1610.0,1610.0,0.0,1
Lakewood,CA,3.0,2415.0,2415.0,0.0,1
Lakewood,CO,1.0,1237.5,1173.375,246.89207445475327,8
Lakewood,CO,2.0,1325.0,1353.0,183.4598048619915,5
Lakewood,NJ,2.0,1445.0,1445.0,0.0,1
Lakewood,OH,1.0,625.0,625.0,0.0,1
Lakewood,WA,1.0,1045.0,1045.0,0.0,1
Lancaster,TX,3.0,1599.0,1599.0,70.71067811865476,2
Lancaster,TX,4.0,1699.0,1699.0,0.0,1
Landover,MD,1.0,1587.0,1587.0,0.0,1
Langley,WA,2.0,2000.0,2000.0,0.0,1
Langley,WA,3.0,2400.0,2400.0,0.0,1
Lanham,MD,1.0,1273.0,1273.0,0.0,1
Lansing,MI,0.0,700.0,700.0,0.0,1
Lansing,MI,2.0,730.0,794.3333333333334,129.13687828553597,3
Lansing,MI,3.0,1600.0,1600.0,1131.370849898476,2
Larchmont,NY,1.0,1600.0,1600.0,0.0,1
Larchmont,NY,3.0,2695.0,2695.0,0.0,1
Las Vegas,NV,0.0,750.0,750.0,0.0,1
Las Vegas,NV,1.0,986.0,1009.7096774193549,233.98492737045942,31
Las Vegas,NV,2.0,1277.5,1224.15,331.98050220781613,40
Las Vegas,NV,3.0,1420.0,1467.0,226.57890457851545,7
Las Vegas,NV,4.0,2900.0,2900.0,0.0,1
Las Vegas,NV,5.0,9500.0,9500.0,0.0,1
Lauderhill,FL,2.0,1200.0,1200.0,0.0,1
Laurel,MD,1.0,1252.5,1231.1,140.39187219272267,10
Laurel,MD,2.0,1615.0,1667.4545454545455,315.08486591277716,11
Laurel,MD,3.0,2532.5,2532.5,81.31727983645297,2
Laveen,AZ,4.0,1549.0,1549.0,0.0,1
Lawrence,KS,1.0,635.0,708.3333333333334,144.6835627614047,3
Lawrence,KS,2.0,887.5,825.75,153.27181737031762,4
Lawrence,KS,3.0,980.0,980.0,0.0,1
Lawrence,MA,3.0,1300.0,1300.0,0.0,1
Lawrence,NJ,1.0,1390.0,1390.0,0.0,1
Lawrence,NJ,2.0,1835.0,1775.0,175.1485084150019,7
Lawrence,NJ,3.0,1885.0,1885.0,0.0,1
Lawrenceville,GA,1.0,1044.5,1079.5625,113.24779247296614,16
Lawrenceville,GA,2.0,1287.5,1334.5,194.3766593865779,8
Lawrenceville,GA,3.0,1474.0,1467.75,197.2703305956913,4
Lawrenceville,GA,4.0,1449.0,1449.0,70.71067811865476,2
Lawrenceville,GA,5.0,2295.0,2295.0,0.0,1
League City,TX,1.0,906.0,906.0,0.0,1
League City,TX,3.0,1499.0,1499.0,0.0,1
Leander,TX,1.0,1040.0,1068.4,70.37613231771122,5
Leander,TX,3.0,2024.5,2024.5,36.062445840513924,2
Leavenworth,KS,2.0,825.0,825.0,0.0,1
Leawood,KS,1.0,880.0,880.0,0.0,1
Leawood,KS,2.0,2733.0,2733.0,0.0,1
Lebanon,IN,1.0,369.0,369.0,0.0,1
Lebanon,NH,1.0,1745.0,1745.0,7.0710678118654755,2
Lebanon,OH,2.0,1449.0,1449.0,0.0,1
Lebanon,OR,2.0,1072.5,1072.5,251.02290732122438,2
Lees Summit,MO,1.0,841.0,841.0,234.75945135393377,2
Lees Summit,MO,2.0,805.0,805.0,127.27922061357856,2
Lees Summit,MO,3.0,1500.0,1500.0,0.0,1
Leesburg,VA,2.0,1941.0,1941.0,0.0,1
Leesville,LA,1.0,499.0,499.0,0.0,1
Lehi,UT,3.0,1575.0,1575.0,0.0,1
Leland,MS,2.0,675.0,675.0,0.0,1
Lemon Grove,CA,2.0,2200.0,2200.0,0.0,1
Lenexa,KS,1.0,844.5,844.5,154.8563850798539,2
Lenexa,KS,3.0,1472.5,1472.5,31.81980515339464,2
Lenexa,KS,4.0,2950.0,2950.0,0.0,1
Leon Valley,TX,1.0,830.0,830.0,0.0,1
Leonia,NJ,1.0,1626.0,1626.0,0.0,1
Lewes,DE,4.0,1900.0,1900.0,0.0,1
Lewisville,TX,1.0,895.5,895.5,78.48885271170677,2
Lewisville,TX,2.0,1089.0,1089.0,0.0,1
Lexington,KY,0.0,584.5,584.5,105.35891039679558,2
Lexington,KY,1.0,764.5,742.5,71.20323026380193,6
Lexington,KY,2.0,1346.5,1317.0,427.9400269508178,4
Lexington,KY,3.0,670.5,670.5,170.41273426595797,2
Lexington,KY,4.0,3400.0,3400.0,0.0,1
Lexington,KY,5.0,2625.0,2625.0,0.0,1
Lexington,MA,1.0,2230.0,2230.0,0.0,1
Lexington,MA,2.0,2185.0,2185.0,0.0,1
Lexington,SC,3.0,1299.0,1349.2857142857142,191.85560046183542,7
Lexington,SC,4.0,1499.0,1537.4,214.27739031451733,5
Lexington,SC,5.0,2547.0,2547.0,73.53910524340094,2
Lexington Park,MD,2.0,1411.0,1319.6666666666667,216.93393771683893,3
Liberty Hill,TX,2.0,1100.0,1100.0,0.0,1
Liberty Hill,TX,3.0,1690.0,1690.0,0.0,1
Lilburn,GA,1.0,930.0,930.0,0.0,1
Lilburn,GA,2.0,1175.0,1115.8,130.95304501996128,5
Lilburn,GA,3.0,1365.0,1365.0,0.0,1
Lima,OH,1.0,584.0,584.0,0.0,1
Lincoln,AL,3.0,1247.5,1247.5,208.59650045003153,2
Lincoln,AL,4.0,1250.0,1250.0,0.0,2
Lincoln,NE,1.0,867.5,856.5,118.01482957662564,6
Lincoln,NE,2.0,997.0,1025.6666666666667,233.2052029150865,6
Lincoln,NE,3.0,1270.0,1270.0,855.5992052357225,2
Lincoln Park,MI,1.0,650.0,650.0,0.0,1
Linden,NJ,2.0,1689.0,1689.0,0.0,1
Linthicum Heights,MD,1.0,1530.0,1495.3333333333333,96.77465232866165,3
Linthicum Heights,MD,3.0,2300.0,2300.0,0.0,2
Litchfield,MI,1.0,535.0,535.0,0.0,1
Lithonia,GA,1.0,980.0,947.8571428571429,72.767732252303,7
Lithonia,GA,2.0,1095.0,1158.5,101.04602911544818,6
Lithonia,GA,3.0,1252.5,1252.5,194.45436482630058,2
Lithonia,GA,4.0,2100.0,2100.0,0.0,1
Little River,SC,1.0,500.0,500.0,0.0,1
Little Rock,AR,1.0,826.0,803.1666666666666,122.1432219432035,6
Little Rock,AR,2.0,935.0,935.0,0.0,1
Little Rock,AR,3.0,1112.5,1112.5,123.74368670764582,2
Littleton,CO,1.0,1050.0,1108.8,196.84943484805845,5
Live Oak,TX,1.0,925.0,925.0,0.0,1
Livermore,CA,1.0,1943.0,1943.0,103.23759005323593,2
Livermore,CA,3.0,3672.5,3672.5,738.9265863399422,2
Livermore,CA,4.0,3187.5,3187.5,272.2361107568208,2
Liverpool,NY,2.0,1501.0,1501.0,0.0,1
Locust,NC,4.0,1425.0,1425.0,0.0,1
Lodi,CA,1.0,800.0,800.0,0.0,1
Logansport,IN,1.0,650.0,650.0,0.0,1
Loganville,GA,3.0,1500.0,1500.0,35.35533905932738,2
Loganville,GA,4.0,1549.0,1549.0,0.0,1
Londonderry,NH,1.0,1245.0,1245.0,0.0,1
Londonderry,NH,3.0,1575.0,1575.0,0.0,1
Lone Tree,CO,1.0,1255.0,1255.0,0.0,1
Lone Tree,CO,3.0,1352.0,1352.0,0.0,1
Long Beach,CA,0.0,1540.0,1462.5,348.46090168051853,4
Long Beach,CA,1.0,1817.5,1793.2142857142858,408.62493213806124,14
Long Beach,CA,2.0,1808.0,2013.6,494.0124058592629,15
Long Beach,CA,3.0,2974.5,2973.25,339.1974596996073,4
Long Beach,CA,4.0,2200.0,2200.0,0.0,1
Long Branch,NJ,1.0,2515.0,2515.0,0.0,1
Long Branch,NJ,2.0,2605.0,2605.0,0.0,1
Longmont,CO,1.0,1361.0,1142.0,382.7884533263771,3
Longmont,CO,2.0,1507.5,1523.5,224.06025975170164,4
Longmont,CO,3.0,2100.0,2100.0,0.0,1
Longview,TX,1.0,640.0,641.6,22.412050330123748,5
Longview,TX,2.0,769.0,915.5,265.2189661393016,6
Longwood,FL,1.0,755.0,755.0,0.0,1
Longwood,FL,2.0,1325.0,1325.0,176.7766952966369,2
Loomis,CA,3.0,3400.0,3400.0,0.0,1
Lorton,VA,1.0,850.0,850.0,0.0,1
Los Alamitos,CA,2.0,2295.0,2295.0,0.0,1
Los Angeles,CA,0.0,1495.0,1602.0,466.42561801733956,15
Los Angeles,CA,1.0,2325.0,2307.855072463768,527.219489825474,69
Los Angeles,CA,2.0,2898.0,3395.7462686567164,1850.0924820723728,67
Los Angeles,CA,3.0,4022.5,5222.125,3384.274618944002,8
Los Angeles,CA,4.0,8800.0,9359.0,6046.685455685619,5
Los Angeles,CA,6.0,14950.0,14950.0,0.0,1
Los Gatos,CA,2.0,2740.0,2740.0,0.0,1
Louisville,KY,1.0,919.0,908.0,172.76284322735603,3
Louisville,KY,2.0,875.0,875.0,141.4213562373095,2
Louisville,KY,3.0,1495.0,1495.0,0.0,1
Louisville,OH,2.0,995.0,995.0,0.0,1
Loveland,CO,1.0,919.5,919.5,225.56706319850866,2
Loveland,CO,2.0,1425.0,1425.0,0.0,2
Loveland,OH,1.0,1019.0,1017.3333333333334,40.525712002793156,3
Loveland,OH,2.0,1185.0,1185.0,0.0,1
Loveland,OH,3.0,1146.0,1146.0,0.0,1
Loves Park,IL,2.0,915.0,915.0,0.0,1
Lowell,MA,1.0,1289.0,1391.3333333333333,211.920582608989,3
Lowell,MA,2.0,1222.0,1222.0,0.0,1
Lubbock,TX,0.0,1325.0,1325.0,0.0,1
Lubbock,TX,1.0,758.5,765.5,189.09697688399638,4
Lubbock,TX,2.0,804.0,804.0,29.698484809834994,2
Lubbock,TX,3.0,1325.0,1394.909090909091,221.35738277521017,11
Lubbock,TX,4.0,2500.0,2500.0,0.0,1
Lufkin,TX,1.0,800.0,800.0,0.0,1
Lufkin,TX,2.0,842.5,842.5,236.88077169749343,2
Lumberton,NJ,1.0,1240.0,1240.0,0.0,1
Lutherville Timonium,MD,1.0,1100.0,1100.0,190.91883092036784,2
Lutherville Timonium,MD,3.0,1560.0,1560.0,0.0,1
Lutz,FL,1.0,1002.0,1002.0,0.0,1
Lutz,FL,5.0,6900.0,6900.0,0.0,1
Lynchburg,VA,1.0,765.0,765.0,183.84776310850236,2
Lynchburg,VA,2.0,1000.0,1000.0,0.0,1
Lynchburg,VA,4.0,1750.0,1750.0,0.0,1
Lyndhurst,NJ,1.0,1957.0,1957.0,0.0,1
Lyndhurst,NJ,2.0,2646.0,2646.0,383.2518754031088,2
Lynnwood,WA,1.0,1392.0,1428.923076923077,175.6594534596518,13
Lynnwood,WA,2.0,1683.0,1691.8666666666666,302.74384898002154,15
Lynnwood,WA,3.0,1832.5,1839.5,362.0151930513414,4
Lynnwood,WA,4.0,1819.5,1819.5,2.1213203435596424,2
Lytle,TX,2.0,902.0,902.0,0.0,1
Macedonia,OH,2.0,2041.0,2041.0,0.0,1
Macon,GA,1.0,1137.5,1139.6666666666667,207.78033272344777,6
Macon,GA,2.0,637.5,637.5,17.67766952966369,2
Macon,NC,2.0,978.0,978.0,0.0,1
Madison,TN,3.0,1350.0,1350.0,0.0,1
Madison,WI,0.0,995.0,995.0,0.0,1
Madison,WI,1.0,1145.0,1158.0,255.17849145255173,33
Madison,WI,2.0,1300.0,1277.078947368421,253.1550514711261,38
Madison,WI,3.0,1585.0,1620.1538461538462,312.23038831064383,26
Madison,WI,4.0,2322.5,2320.5,589.4463032748992,10
Madison,WI,5.0,2495.0,2586.5555555555557,512.9478801767076,9
Madison,WI,6.0,2125.0,2125.0,0.0,1
Madison,WI,7.0,5355.0,5355.0,0.0,1
Madison,WI,8.0,8345.0,8345.0,0.0,1
Mahomet,IL,2.0,1249.0,1249.0,0.0,1
Mahtomedi,MN,1.0,1500.0,1500.0,0.0,1
Maitland,FL,1.0,1300.0,1300.0,0.0,1
Malden,MA,1.0,2000.0,2000.0,0.0,1
Malden,MA,2.0,1900.0,1900.0,0.0,1
Malden,MA,4.0,2550.0,2550.0,0.0,1
Malibu,CA,2.0,4450.0,4450.0,0.0,1
Manahawkin,NJ,1.0,1435.0,1435.0,0.0,1
Manassas,VA,1.0,775.0,775.0,176.7766952966369,2
Manassas,VA,2.0,1575.0,1575.0,141.4213562373095,2
Manassas Park,VA,2.0,1256.0,1256.0,0.0,1
Manchester,CT,1.0,1347.5,1320.0,192.39715867617863,4
Manchester,CT,2.0,1447.5,1466.25,104.83121354507605,4
Manchester,CT,3.0,1550.0,1550.0,0.0,1
Manchester,NH,1.0,1239.0,1226.142857142857,136.42021914099166,7
Manchester,NH,2.0,1355.0,1335.6666666666667,89.76291523998626,15
Manchester,NH,3.0,1599.0,1599.0,0.0,1
Manchester,NH,4.0,1200.0,1200.0,0.0,1
Mandan,ND,1.0,805.0,798.0,57.074512700504066,5
Mandan,ND,2.0,1695.0,1695.0,0.0,1
Mandan,ND,3.0,1695.0,1666.8,42.61689805699144,5
Manhattan,KS,0.0,575.0,575.0,0.0,1
Manhattan,KS,1.0,450.0,450.0,0.0,1
Manhattan,KS,2.0,650.0,650.0,0.0,1
Manhattan,KS,4.0,1345.0,1347.25,217.99904434041298,4
Manhattan,KS,6.0,2300.0,2300.0,0.0,1
Manhattan,NY,0.0,2562.5,2562.5,123.74368670764582,2
Manitou Springs,CO,1.0,850.0,850.0,0.0,1
Manitowoc,WI,1.0,485.0,485.0,0.0,1
Mankato,MN,1.0,668.0,668.0,0.0,1
Mansfield,OH,2.0,654.0,654.0,0.0,1
Mansfield,TX,1.0,1240.0,1185.2,176.13403986736918,5
Mansfield,TX,2.0,1515.0,1507.111111111111,148.58116001401763,9
Mansfield,TX,3.0,1780.0,1863.0,223.16137658654108,5
Mansfield,TX,4.0,1995.0,1995.0,0.0,1
Manson,NC,2.0,1237.5,1237.5,314.66251762801363,2
Maple Grove,MN,1.0,1450.0,1450.0,0.0,1
Maple Heights,OH,1.0,599.0,599.0,0.0,1
Maple Rapids,MI,2.0,595.0,595.0,0.0,1
Maple Shade,NJ,1.0,1075.0,1104.0,73.34848328356897,5
Maple Shade,NJ,2.0,1335.0,1335.0,0.0,1
Maple Valley,WA,1.0,1470.0,1470.0,35.35533905932738,2
Maple Valley,WA,2.0,1915.0,1906.6666666666667,55.89492306321232,12
Maple Valley,WA,3.0,2165.0,2163.75,79.62150044638278,4
Maple Valley,WA,4.0,2945.0,2945.0,0.0,1
Maplewood,MN,2.0,1025.0,1025.0,0.0,1
Marblehead,MA,2.0,3195.0,3195.0,0.0,1
Maricopa,AZ,4.0,1799.0,1799.0,0.0,1
Marietta,GA,1.0,1013.0,992.3333333333334,156.326827266074,27
Marietta,GA,2.0,1140.0,1200.0833333333333,212.8692018621981,24
Marietta,GA,3.0,1429.0,1468.1818181818182,155.74583023748542,11
Marietta,GA,4.0,1649.0,1649.0,0.0,1
Marietta,OH,1.0,1100.0,1100.0,0.0,1
Marina Del Rey,CA,1.0,2607.0,2519.8,590.2437632029668,5
Marina Del Rey,CA,3.0,3450.0,3450.0,0.0,1
Marlton,NJ,2.0,1565.0,1565.0,438.4062043356595,2
Marquette,MI,2.0,758.0,758.0,0.0,1
Marshall,MI,1.0,700.0,700.0,0.0,1
Marshall,MI,2.0,700.0,700.0,0.0,1
Marshall,MI,3.0,1450.0,1450.0,0.0,1
Martinez,CA,1.0,1878.0,1878.0,0.0,1
Marysville,WA,2.0,1295.0,1295.0,0.0,1
Maryville,TN,3.0,3000.0,3000.0,0.0,1
Mason,OH,1.0,985.0,985.0,0.0,1
Mason,OH,2.0,2180.0,2180.0,0.0,1
Mason,OH,4.0,1775.0,1775.0,0.0,1
Massillon,OH,2.0,655.0,655.0,0.0,1
Matthews,NC,3.0,1395.0,1398.0,99.53391381835641,3
Matthews,NC,4.0,2250.0,2250.0,0.0,1
Mauldin,SC,1.0,1009.0,1009.0,0.0,1
Maumee,OH,1.0,642.5,642.5,38.890872965260115,2
Maumee,OH,2.0,995.0,995.0,0.0,1
Maumelle,AR,2.0,660.0,660.0,0.0,1
Mayville,ND,2.0,475.0,475.0,0.0,1
Mc Farland,WI,2.0,1399.0,1399.0,0.0,1
Mc Kees Rocks,PA,3.0,725.0,725.0,0.0,1
Mcallen,TX,2.0,1500.0,1500.0,0.0,1
Mcdonough,GA,1.0,1010.0,1010.0,0.0,1
Mckeesport,PA,1.0,680.0,680.0,35.35533905932738,2
Mckeesport,PA,2.0,785.0,785.0,28.284271247461902,2
Mckinney,TX,4.0,1825.0,1825.0,0.0,1
Mcminnville,OR,3.0,1595.0,1595.0,0.0,1
Mebane,NC,1.0,845.5,866.0,70.46039076436253,4
Mebane,NC,2.0,986.0,986.0,32.526911934581186,2
Mebane,NC,3.0,1179.0,1143.6666666666667,253.8510061696296,3
Mechanicsville,VA,3.0,1900.0,1900.0,0.0,1
Medford,MA,2.0,2085.0,1766.0,518.2832237300374,5
Medford,MA,5.0,3800.0,3800.0,0.0,1
Medford,NJ,2.0,1400.0,1400.0,0.0,1
Medford,OR,1.0,1199.0,1199.0,0.0,1
Medford,OR,3.0,2685.0,2685.0,438.4062043356595,2
Medford Lakes,NJ,1.0,965.0,965.0,0.0,1
Media,PA,1.0,1435.0,1435.0,0.0,1
Medina,WA,1.0,1581.0,1581.0,0.0,1
Medina,WA,3.0,2019.0,2019.0,0.0,1
Meeker,OK,2.0,632.0,632.0,0.0,1
Melrose,MA,1.0,2355.0,2355.0,0.0,1
Melrose,MA,2.0,2800.0,2800.0,0.0,1
Memphis,TN,1.0,665.5,788.75,348.9989254997786,4
Memphis,TN,2.0,914.5,973.0,188.14001878033994,4
Memphis,TN,3.0,1995.0,1995.0,0.0,1
Memphis,TN,4.0,4350.0,4350.0,0.0,1
Menasha,WI,2.0,875.0,875.0,0.0,1
Mendota Heights,MN,1.0,1525.0,1525.0,0.0,1
Menifee,CA,1.0,1515.0,1515.0,0.0,1
Menlo Park,CA,4.0,8200.0,8200.0,0.0,1
Menomonee Falls,WI,2.0,1095.0,1095.0,0.0,1
Menomonee Falls,WI,3.0,1095.0,1095.0,0.0,1
Mequon,WI,1.0,1500.0,1531.6666666666667,54.84827557301442,3
Mequon,WI,2.0,1525.0,1525.0,0.0,1
Merced,CA,3.0,1750.0,1750.0,0.0,1
Mercedes,TX,2.0,485.0,485.0,0.0,1
Mercer Island,WA,1.0,1824.0,1824.0,418.60721446243616,2
Mercer Island,WA,2.0,1837.5,1905.0,445.7839536516913,4
Meriden,CT,2.0,1500.0,1500.0,0.0,1
Meridian,ID,1.0,646.0,646.0,0.0,1
Merriam,KS,2.0,955.0,955.0,0.0,1
Merrimack,NH,1.0,1199.0,1199.0,0.0,1
Mesa,AZ,1.0,907.5,907.5,116.67261889578035,2
Mesa,AZ,2.0,1599.0,1599.0,0.0,1
Mesa,AZ,3.0,1899.5,1899.5,424.9711754931151,2
Mesquite,TX,3.0,1399.0,1459.0,155.72411502397438,5
Metairie,LA,1.0,750.0,750.0,0.0,1
Methuen,MA,2.0,1550.0,1550.0,0.0,1
Miami,FL,1.0,1511.0,1486.111111111111,484.0558966804465,9
Miami,FL,2.0,2725.0,2862.5,1342.4945685799503,4
Miami,FL,3.0,6700.0,6700.0,0.0,1
Miami Beach,FL,0.0,5000.0,5000.0,0.0,1
Miami Beach,FL,1.0,1900.0,1900.0,0.0,1
Miami Beach,FL,2.0,1925.0,1925.0,388.90872965260115,2
Miamisburg,OH,1.0,1115.0,1115.0,0.0,1
Miamisburg,OH,2.0,1202.5,1202.5,625.7895013500946,2
Michigan City,IN,1.0,288.0,288.0,0.0,1
Micro,NC,2.0,1177.0,1177.0,16.97056274847714,2
Middlesex,NC,1.0,1110.0,1110.0,0.0,1
Middlesex,NC,2.0,1159.0,1159.0,0.0,1
Middleton,WI,1.0,1412.5,1412.5,24.748737341529164,2
Middletown,CT,1.0,1105.0,1105.0,0.0,1
Middletown,OH,1.0,1047.0,1047.0,0.0,1
Middletown,OH,2.0,1289.5,1289.5,3.5355339059327378,2
Middletown,OH,4.0,1675.0,1675.0,0.0,1
Midland,MI,1.0,575.0,575.0,0.0,1
Midland,MI,3.0,1000.0,1000.0,0.0,1
Midland,TX,1.0,1092.5,1224.5,252.17333104214032,10
Midland,TX,4.0,2650.0,2650.0,0.0,1
Midlothian,TX,3.0,1587.0,1587.0,53.74011537017761,2
Midlothian,VA,1.0,1119.0,1119.0,0.0,1
Midvale,UT,1.0,859.0,859.0,0.0,1
Midvale,UT,2.0,1150.0,1150.0,0.0,1
Midwest City,OK,3.0,975.0,975.0,0.0,1
Milan,IL,3.0,2200.0,2200.0,0.0,1
Milford,CT,1.0,1795.0,1793.3333333333333,47.521924764610844,3
Milford,CT,2.0,1695.0,1695.0,0.0,1
Milford,NH,1.0,1369.0,1369.0,0.0,1
Milford,NH,2.0,1294.0,1407.3333333333333,211.51044103463704,6
Milford,OH,2.0,928.0,928.0,0.0,1
Mililani,HI,2.0,2050.0,2050.0,0.0,1
Mill Creek,WA,2.0,1414.0,1414.0,0.0,1
Millburn,NJ,1.0,1795.0,1795.0,282.842712474619,2
Milledgeville,GA,1.0,475.0,475.0,0.0,1
Milledgeville,GA,2.0,812.5,812.5,265.1650429449553,2
Millersville,MD,2.0,1527.0,1527.0,0.0,1
Milpitas,CA,2.0,3150.0,3150.0,0.0,1
Milwaukee,WI,1.0,1185.0,1148.8974358974358,316.35704303439,39
Milwaukee,WI,2.0,1000.0,1061.8,296.09776377792133,15
Milwaukee,WI,3.0,1549.0,1441.0,323.59189465392086,8
Milwaukee,WI,4.0,1749.0,1749.0,70.71067811865476,2
Milwaukie,OR,2.0,1325.0,1325.0,0.0,1
Milwaukie,OR,5.0,3895.0,3895.0,0.0,1
Minneapolis,MN,1.0,1325.0,1349.969696969697,390.878136767753,33
Minneapolis,MN,2.0,1400.0,1522.9285714285713,448.4586713334684,28
Minneapolis,MN,3.0,2597.5,2597.5,562.1498910433053,2
Minneapolis,MN,4.0,1995.0,1995.0,0.0,1
Minnetonka,MN,1.0,1295.0,1248.8,150.01566584860396,5
Minnetonka,MN,2.0,1350.0,1350.0,0.0,1
Minnetonka,MN,3.0,956.0,956.0,0.0,1
Minot,ND,1.0,775.0,690.6666666666666,154.0044835463596,15
Minot,ND,2.0,755.0,725.25,152.42319032013611,20
Minot,ND,3.0,985.0,1022.5,202.71079563424013,4
Mishawaka,IN,1.0,1180.0,1180.0,0.0,1
Mission,KS,1.0,877.5,872.5,15.54563175514803,4
Mission,KS,2.0,1000.0,1000.0,35.35533905932738,2
Mission,TX,2.0,578.0,578.0,0.0,1
Mission Viejo,CA,4.0,4950.0,4950.0,0.0,1
Missoula,MT,2.0,1295.0,1295.0,282.842712474619,2
Missoula,MT,3.0,1745.0,1745.0,0.0,1
Missouri City,TX,1.0,877.0,877.0,0.0,1
Missouri City,TX,4.0,1299.0,1299.0,0.0,1
Mobile,AL,1.0,497.5,497.5,187.3832970144351,2
Moline,IL,2.0,875.0,875.0,0.0,1
Moncure,NC,1.0,1029.0,1029.0,0.0,1
Moncure,NC,2.0,1190.0,1190.0,28.284271247461902,2
Monroe,MI,2.0,775.0,775.0,141.4213562373095,2
Monroe,NC,3.0,1412.0,1412.0,18.384776310850235,2
Monroe,OH,4.0,1695.0,1695.0,0.0,6
Monroe,WA,2.0,1450.0,1450.0,0.0,1
Monroeville,PA,1.0,835.0,872.1428571428571,113.79283599510791,7
Monroeville,PA,2.0,995.0,1063.142857142857,333.3553802232829,7
Monroeville,PA,3.0,1050.0,1050.0,0.0,1
Monrovia,CA,1.0,2051.5,2051.5,259.50818869546293,2
Monrovia,CA,2.0,1939.0,1939.0,0.0,1
Montclair,NJ,1.0,2250.0,2250.0,0.0,1
Montclair,NJ,2.0,2860.0,2760.0,361.66282640050247,4
Montebello,CA,1.0,1715.0,1715.0,0.0,1
Montecito,CA,4.0,7200.0,7200.0,0.0,1
Montecito,CA,6.0,25000.0,25000.0,0.0,1
Montgomery,TX,1.0,1175.0,1175.0,0.0,1
Monticello,MN,3.0,1700.0,1700.0,0.0,1
Monument,CO,4.0,2400.0,2400.0,0.0,1
Monument,CO,5.0,2350.0,2350.0,0.0,1
Moore,OK,0.0,850.0,850.0,0.0,1
Moore,OK,2.0,1025.0,1025.0,0.0,1
Moore,OK,4.0,1995.0,1995.0,0.0,1
Mooresville,NC,1.0,905.0,905.0,0.0,1
Mooresville,NC,3.0,1325.0,1331.0,31.79098404684366,4
Mooresville,NC,4.0,1649.0,1649.0,0.0,1
Mooresville,NC,5.0,1995.0,1995.0,0.0,1
Moorhead,MN,1.0,850.0,831.6666666666666,79.10962857537211,3
Moorpark,CA,1.0,1310.0,1310.0,0.0,1
Moraine,OH,2.0,799.0,799.0,0.0,1
Moreno Valley,CA,1.0,1465.0,1396.6666666666667,127.1154331044556,3
